Epochs,Activation Function,Number of LSTM Units,Number of Hidden Layers,Dropout Rate,MSE,RMSE,MAE,R2
3600,relu,256,2,0.4,0.82839951169349,0.9101645519868866,0.7367104114665372,0.783097612754901
3700,relu,256,2,0.4,0.9017915257684166,0.9496270456176028,0.7610769797271077,0.7638811564039858
3800,relu,256,2,0.4,0.8643351330782251,0.9296962585050158,0.7596326989518476,0.7736884786892003
3900,relu,256,2,0.4,0.8168249681637143,0.9037836954513587,0.7475393114088049,0.7861282110199198
4000,relu,256,2,0.4,0.8911293824141951,0.9439964949162657,0.7488280995408896,0.7666728581300677
4100,relu,256,2,0.4,0.8244518948656299,0.9079933341526412,0.7359861369471176,0.7841312293877034
4200,relu,256,2,0.4,0.845683834687315,0.9196106973536764,0.7340738079781389,0.7785720054043946
4300,relu,256,2,0.4,0.7930403788585937,0.8905281460226812,0.7230775024191245,0.7923558030538389
4400,relu,256,2,0.4,0.9699771708586697,0.9848741903708664,0.7975342320571659,0.7460278996273266
4500,relu,256,2,0.4,0.9723671151771076,0.986086768584341,0.7955435164537388,0.7454021331695551
4600,relu,256,2,0.4,0.8262233197568959,0.9089682721398453,0.7349552147184104,0.7836674117703373
4700,relu,256,2,0.4,0.858501464763805,0.9265535412288947,0.74013658366918,0.7752159259727062
4800,relu,256,2,0.4,0.8171796688763592,0.9039799051286257,0.7401436502017944,0.7860353386434344
4900,relu,256,2,0.4,0.8044955735251571,0.8969367723118264,0.7247867039762973,0.7893564542680634
5000,relu,256,2,0.4,0.8085639131291114,0.899201820021018,0.728724574812419,0.7882912284201902
5500,relu,256,2,0.4,0.8438459301752409,0.9186108698329456,0.7513330416378283,0.7790532295849624
6000,relu,256,2,0.4,0.9292817149707973,0.9639925907240144,0.7834785764522572,0.7566833157731694
6500,relu,256,2,0.4,0.7672698496036308,0.875939409778799,0.7126729154747173,0.7991033798414497
7000,relu,256,2,0.4,0.7972659341703896,0.892897493652205,0.7252779536715707,0.791249412934546
50,relu,32,3,0.4,0.8941934955224998,0.9456180494906492,0.7659705028061784,0.7658705719884189
100,relu,32,3,0.4,1.0436466236006987,1.0215902425144334,0.8060135910622241,0.7267388006584967
150,relu,32,3,0.4,0.860870870128497,0.9278312724458564,0.7480586400222761,0.7745955372922464
200,relu,32,3,0.4,0.8196134557894472,0.9053250553196057,0.7519416084208101,0.7853980927445137
250,relu,32,3,0.4,0.7744522605339798,0.880029692984265,0.717029349500935,0.7972227871383188
300,relu,32,3,0.4,0.994721312848021,0.9973571641333013,0.7993579097885923,0.7395490649683706
350,relu,32,3,0.4,0.8223354426018404,0.9068271293922786,0.7420140856207988,0.7846853865812148
400,relu,32,3,0.4,0.918923996577389,0.9586052350041643,0.7650688171945332,0.7593953089772094
450,relu,32,3,0.4,0.9572471202472076,0.9783900654888149,0.7807314846726819,0.7493610478588271
500,relu,32,3,0.4,0.8653891178670472,0.9302629294275072,0.7424239364385883,0.7734125106163219
550,relu,32,3,0.4,0.8157772864725289,0.903203900828893,0.71573410978026,0.7864025287333942
600,relu,32,3,0.4,0.8901175510637216,0.9434604130877573,0.7469878782008378,0.7669377890387767
650,relu,32,3,0.4,0.7528616571838064,0.8676760093397802,0.7079438237957072,0.8028759210943507
700,relu,32,3,0.4,0.7692912709144477,0.8770925098953062,0.701066929636406,0.7985741048940902
750,relu,32,3,0.4,0.8016131177236953,0.8953284971024296,0.7204993877719535,0.7901111765193929
800,relu,32,3,0.4,0.970899479687539,0.985342315993553,0.7896403520191305,0.7457864086752737
850,relu,32,3,0.4,0.8565109015514615,0.9254787418149925,0.7547708433864987,0.7757371212494114
900,relu,32,3,0.4,0.9020577095761337,0.9497671870390837,0.757325835716502,0.7638114606804551
950,relu,32,3,0.4,0.9165747165623112,0.9573790871761881,0.7667962023477384,0.7600104281755969
1000,relu,32,3,0.4,0.8668537738657444,0.9310498235141578,0.752820843627188,0.7730290152398448
1100,relu,32,3,0.4,0.8705639573511216,0.9330401692055501,0.7521042037648602,0.7720575665079998
1200,relu,32,3,0.4,0.9171826955287794,0.9576965571248439,0.772443951732388,0.7598512391763759
1300,relu,32,3,0.4,0.873129513290152,0.934413994592414,0.7605175057809495,0.7713858191204996
1400,relu,32,3,0.4,0.8556384915535364,0.9250072927028935,0.73399401593265,0.7759655470373741
1500,relu,32,3,0.4,0.7750984357149111,0.8803967490369958,0.7163798870436342,0.7970535971070065
1600,relu,32,3,0.4,0.8661251698795475,0.9306584603814374,0.7174619762865513,0.7732197878582875
1700,relu,32,3,0.4,0.8227162791385987,0.9070370880722567,0.7479980286074936,0.7845856709816676
1800,relu,32,3,0.4,0.9165988426907724,0.957391687184912,0.7859428877435714,0.7600041111573173
1900,relu,32,3,0.4,0.8368998339924797,0.9148222964010441,0.7268155846862215,0.7808719472722712
2000,relu,32,3,0.4,0.8426139273730338,0.9179400456309953,0.7532425930751343,0.7793758086607818
2100,relu,32,3,0.4,0.7736896912043422,0.8795963228688158,0.709063285193766,0.7974224530069046
2200,relu,32,3,0.4,0.8345531178248095,0.9135387883526399,0.7125338740905297,0.7814863951706214
2300,relu,32,3,0.4,0.8206763288465475,0.9059118769762032,0.7766702598779432,0.7851197974290659
2400,relu,32,3,0.4,0.7733038595392022,0.8793769723726009,0.7189883002021559,0.7975234764962503
2500,relu,32,3,0.4,0.9311414345996721,0.9649567008937096,0.7722995787343767,0.7561963796735997
2600,relu,32,3,0.4,0.8282207135128052,0.9100663236889964,0.7233363768444494,0.7831444280314411
2700,relu,32,3,0.4,0.9568408456211929,0.9781824193989549,0.7965838622430697,0.7494674239913764
2800,relu,32,3,0.4,0.8954642530673079,0.9462897299808912,0.7625198853497868,0.7655378456393713
2900,relu,32,3,0.4,0.9657343298216381,0.9827178281794007,0.794459347765866,0.7471388157211233
3000,relu,32,3,0.4,0.8926267768001671,0.9447892763998579,0.7814093817373007,0.7662807907611471
3500,relu,32,3,0.4,0.8290401998444011,0.9105164467731492,0.7314774879016193,0.7829298594095035
3600,relu,32,3,0.4,0.8972108137941814,0.9472121271363566,0.7552465628091752,0.7650805382824983
3700,relu,32,3,0.4,0.8688184038779558,0.9321042880911748,0.766512452391567,0.7725146101325423
3800,relu,32,3,0.4,0.7884419812623513,0.8879425551590324,0.7209713511653325,0.7935598156130546
3900,relu,32,3,0.4,0.9173328093980777,0.9577749262734317,0.768957708106685,0.7598119344011438
4000,relu,32,3,0.4,0.8929094039343791,0.9449388360811397,0.7408567026308596,0.7662067896309611
4100,relu,32,3,0.4,0.8895612377914366,0.9431655410326634,0.7687089674746629,0.7670834502506817
4200,relu,32,3,0.4,0.9651037891524019,0.9823969610867096,0.7947317048096091,0.7473039121202422
4300,relu,32,3,0.4,0.8001538441122724,0.8945131883389269,0.7127916397092808,0.7904932626088865
4400,relu,32,3,0.4,0.819086000472738,0.9050337012911387,0.7342288144852346,0.7855361979893194
4500,relu,32,3,0.4,0.8839499101124676,0.940186103977541,0.737140871440593,0.7685526814030453
4600,relu,32,3,0.4,0.8461416750461157,0.9198595952894745,0.7431636178220499,0.7784521276577286
4700,relu,32,3,0.4,0.9283379965624302,0.9635029821243057,0.7651063962505358,0.7569304124611473
4800,relu,32,3,0.4,0.8851516444194614,0.940824980758622,0.760761633771843,0.7682380276202486
4900,relu,32,3,0.4,0.970335175678591,0.9850559251527757,0.7791069509959657,0.7459341621262898
5000,relu,32,3,0.4,0.9023046300942213,0.9498971681683346,0.7661596828838193,0.7637468087231846
5500,relu,32,3,0.4,0.7989080521906277,0.8938165651802542,0.6984404665171816,0.7908194521321794
6000,relu,32,3,0.4,0.9754235185462365,0.9876353165750182,0.7723117202087202,0.7446018656925828
6500,relu,32,3,0.4,0.8295712557282714,0.9108080235309038,0.7230123279222579,0.7827908114171447
7000,relu,32,3,0.4,0.9688427113565876,0.9842980805409445,0.7861473116355511,0.7463249386414268
50,relu,64,3,0.4,0.8665312546441187,0.930876605487601,0.7517497149161594,0.7731134614377427
100,relu,64,3,0.4,0.8092600334909226,0.8995888135647989,0.7253520811450168,0.7881089610888417
150,relu,64,3,0.4,0.8876805511796932,0.9421680058140869,0.7532054992132206,0.7675758761997423
200,relu,64,3,0.4,0.7924751444265253,0.8902107303478909,0.7149876388669916,0.792503800120397
250,relu,64,3,0.4,0.8874086609198792,0.9420237050732212,0.7470017083799977,0.7676470660611436
300,relu,64,3,0.4,0.9847025852163352,0.9923218153483956,0.7958460784909881,0.7421722991806031
350,relu,64,3,0.4,1.0037280577751637,1.0018622948165898,0.7996794116107008,0.7371908012943478
400,relu,64,3,0.4,0.7960229378086026,0.8922011756373125,0.7090385759941216,0.7915748704878194
450,relu,64,3,0.4,0.7920577292236175,0.8899762520559846,0.7267439977563982,0.7926130932243947
500,relu,64,3,0.4,0.8932900671642674,0.9451402367713838,0.7638291170248502,0.7661071194088839
550,relu,64,3,0.4,0.7909282002337144,0.889341441873544,0.7175193314896492,0.7929088412673548
600,relu,64,3,0.4,0.7813301124555845,0.8839287937699419,0.7085015439700373,0.7954219380554112
650,relu,64,3,0.4,0.7975624121772519,0.8930634984015705,0.7306570442371297,0.7911717851878534
700,relu,64,3,0.4,0.7649830717771274,0.8746331069523537,0.7226523443668403,0.7997021338999278
750,relu,64,3,0.4,0.8212101029107672,0.9062064350415788,0.7215885420133632,0.7849800377272016
800,relu,64,3,0.4,0.8646675672896071,0.929875027780404,0.7415460402162137,0.7736014364190964
850,relu,64,3,0.4,0.8772892292706128,0.9366371919108342,0.7695862416614381,0.7702966679154499
900,relu,64,3,0.4,0.8585486186012801,0.9265789867039291,0.758006360245783,0.7752035795386828
950,relu,64,3,0.4,0.9994036569691617,0.999701784018195,0.8020084249341355,0.7383230724328339
1000,relu,64,3,0.4,0.8598020887901829,0.9272551368367732,0.7442378254737855,0.7748753795911022
1100,relu,64,3,0.4,0.929716586782563,0.9642181219944805,0.7860870680787552,0.7565694519516846
1200,relu,64,3,0.4,0.8461266467123177,0.9198514264338115,0.7359618395528462,0.7784560625725023
1300,relu,64,3,0.4,0.7946360506434457,0.8914236089780468,0.7178943275166302,0.7919380034118685
1400,relu,64,3,0.4,0.9209644395340142,0.9596689218339908,0.780839057512196,0.7588610535339333
1500,relu,64,3,0.4,0.8905272706419849,0.943677524709572,0.7621887980086712,0.7668305109038045
1600,relu,64,3,0.4,0.8147386073516364,0.9026287206551963,0.7491830336994909,0.7866744892762519
1700,relu,64,3,0.4,0.7638382525452373,0.8739784050794603,0.712580988277113,0.8000018854338868
1800,relu,64,3,0.4,0.8364179454806903,0.9145588802699858,0.7453506846311885,0.7809981216206595
1900,relu,64,3,0.4,0.8895556672415755,0.9431625879144993,0.7697994582720394,0.7670849088048528
2000,relu,64,3,0.4,0.7959339279006247,0.892151292046716,0.7151647762069016,0.7915981762252762
2100,relu,64,3,0.4,0.8826950566241932,0.93951852383239,0.7734473418331836,0.768881243544147
2200,relu,64,3,0.4,0.8488431017631175,0.9213268159361897,0.7231170342423336,0.7777448048073233
2300,relu,64,3,0.4,0.8053936902914937,0.8974372904506998,0.7360339956880828,0.7891212975980105
2400,relu,64,3,0.4,0.8078822228458465,0.8988226871001013,0.7259317437081015,0.7884697174797741
2500,relu,64,3,0.4,0.9325423085582627,0.9656823020840046,0.7824113946611243,0.7558295845444878
2600,relu,64,3,0.4,0.8102251775782005,0.9001250899615011,0.7272861408543806,0.78785625444958
2700,relu,64,3,0.4,0.8493823143153902,0.9216193977534274,0.7411318653100439,0.7776036211294366
2800,relu,64,3,0.4,0.9915803972579292,0.9957812999137557,0.7941835494373143,0.7403714605396011
2900,relu,64,3,0.4,0.8364940093203242,0.9146004643123271,0.7525510227059811,0.7809782055920202
3000,relu,64,3,0.4,0.8580302974173192,0.9262992483087306,0.7416430676036381,0.7753392931654702
3500,relu,64,3,0.4,0.9052797307994357,0.951461891406816,0.7673908999534571,0.7629678289722956
3600,relu,64,3,0.4,0.9062567027053127,0.9519751586597797,0.778703004332501,0.76271202541898
3700,relu,64,3,0.4,0.8196633753749458,0.905352624878807,0.7211034754231695,0.7853850221461948
3800,relu,64,3,0.4,0.7552282337082562,0.8690386836661854,0.7061879637945677,0.8022562730978158
3900,relu,64,3,0.4,0.8620805053893628,0.9284829052757853,0.7597590197916662,0.7742788147784423
4000,relu,64,3,0.4,0.8304846151745715,0.9113092862330393,0.7551359285578952,0.7825516637094035
4100,relu,64,3,0.4,0.9044267662247747,0.9510135468145418,0.7665015081366269,0.7631911633053896
4200,relu,64,3,0.4,0.8569455952531738,0.9257135600460726,0.7389785400765695,0.7756233040630287
4300,relu,64,3,0.4,0.7397774318801467,0.8601031518836253,0.6905964621718488,0.806301803972788
4400,relu,64,3,0.4,0.9290363707803593,0.9638653281347759,0.7754240499896721,0.7567475549957323
4500,relu,64,3,0.4,0.8788025210019141,0.9374446762353041,0.7619914005577179,0.7699004380957986
4600,relu,64,3,0.4,0.8206377767525904,0.9058905986666328,0.7197900931263593,0.7851298916421775
4700,relu,64,3,0.4,0.8121459350043598,0.9011913975423643,0.7205348597828266,0.7873533366361677
4800,relu,64,3,0.4,0.7784078523616548,0.8822742500842098,0.7218068884221057,0.7961870823868324
4900,relu,64,3,0.4,0.8508004435716946,0.922388445055387,0.7419791495902672,0.7772323079927524
5000,relu,64,3,0.4,0.7892168559508554,0.8883787795478094,0.707965226995789,0.7933569277945807
5500,relu,64,3,0.4,0.797041247127787,0.892771665728582,0.7257602667463581,0.791308243432676
6000,relu,64,3,0.4,0.8978794924856623,0.9475650333806447,0.7549024301872092,0.7649054560879354
6500,relu,64,3,0.4,0.9818824057497142,0.9908997960186056,0.7997001468523051,0.7429107154279995
7000,relu,64,3,0.4,0.8513270059750968,0.9226738350983498,0.748441908520056,0.777094436542179
50,relu,128,3,0.4,1.0072785727716713,1.0036326881741504,0.7795167051523763,0.7362611590531088
100,relu,128,3,0.4,0.8503529616170573,0.9221458461745936,0.7388776366986863,0.7773494735666571
150,relu,128,3,0.4,0.8169017980516101,0.9038261990292216,0.7331505942368884,0.7861080944145125
200,relu,128,3,0.4,0.776330578642013,0.8810962368788173,0.6990860810744295,0.7967309813418557
250,relu,128,3,0.4,0.8119981770273541,0.9011094145703695,0.7150794924898073,0.7873920245608883
300,relu,128,3,0.4,0.830576094638227,0.9113594760785817,0.7182745122223642,0.7825277113606024
350,relu,128,3,0.4,0.7800552714669916,0.8832073773848311,0.7167783369350978,0.7957557335850807
400,relu,128,3,0.4,0.8613308289146625,0.9280791070348812,0.7512302259166159,0.7744751048712402
450,relu,128,3,0.4,0.934066730960869,0.9664712778768281,0.7716946283938954,0.7554304403469988
500,relu,128,3,0.4,0.8020854255883112,0.8955922205938991,0.731738519039618,0.7899875107012656
550,relu,128,3,0.4,0.8303877429103648,0.9112561346352434,0.7490776925396014,0.7825770280717284
600,relu,128,3,0.4,0.8578018702093757,0.9261759391224627,0.752176748385568,0.7753991029625733
650,relu,128,3,0.4,0.9007453832195286,0.9490760681944986,0.7678708850187165,0.7641550711191074
700,relu,128,3,0.4,0.8145279524455733,0.9025120234354628,0.7404563919382094,0.7867296456969946
750,relu,128,3,0.4,0.8376625807366382,0.9152390839210475,0.749197092315142,0.7806722349506968
800,relu,128,3,0.4,0.8184644733302027,0.9046902637534034,0.7236917184845476,0.7856989343490717
850,relu,128,3,0.4,0.9368758209326042,0.967923458199358,0.7709977645956733,0.7546949276960919
900,relu,128,3,0.4,0.7566595286628588,0.8698617871034793,0.7055065886138963,0.8018815127459289
950,relu,128,3,0.4,0.8256440622750948,0.9086495816733174,0.7356377230941371,0.7838190805350561
1000,relu,128,3,0.4,0.8389022956919873,0.9159160964258611,0.7159586747172482,0.7803476365781448
1100,relu,128,3,0.4,0.8070871679940163,0.898380302541199,0.7219854669989049,0.7886778891323627
1200,relu,128,3,0.4,0.8451517907634877,0.9193213751259609,0.7490316832958738,0.7787113120982886
1300,relu,128,3,0.4,0.9315725380369271,0.96518005472395,0.7797194783491356,0.7560835025371815
1400,relu,128,3,0.4,0.8705322283815259,0.9330231660476207,0.7380965922981245,0.7720658742015136
1500,relu,128,3,0.4,0.7903605555053241,0.8890222469124854,0.7257777630440427,0.7930574694291982
1600,relu,128,3,0.4,0.885038943141153,0.9407650839296455,0.7505803254088244,0.768267536541929
1700,relu,128,3,0.4,0.8969303880938195,0.947064088694012,0.7668671733809184,0.7651539630045011
1800,relu,128,3,0.4,0.7686234061355218,0.8767117006950015,0.6978907557721867,0.7987489739794301
1900,relu,128,3,0.4,0.8749177788099214,0.9353703965862515,0.7381857238525212,0.7709175920696734
2000,relu,128,3,0.4,0.8525339444120865,0.9233276473777261,0.7367014507968593,0.7767784201460494
2100,relu,128,3,0.4,0.7601426639542124,0.8718616082579921,0.7193918618103851,0.8009695127397389
2200,relu,128,3,0.4,0.8436859972247115,0.9185238141848645,0.7396640059128942,0.7790951053203766
2300,relu,128,3,0.4,0.7973448162844264,0.8929416645472572,0.7208825691291291,0.7912287589884681
2400,relu,128,3,0.4,0.8145478021254087,0.9025230202745017,0.7353301912813169,0.7867244483943869
2500,relu,128,3,0.4,0.909818505532642,0.9538440677241967,0.7751973932651309,0.7617794276503445
2600,relu,128,3,0.4,0.8111937181865355,0.9006629326149354,0.726733068560085,0.787602658488783
2700,relu,128,3,0.4,0.7762746512046709,0.881064498890218,0.7190376056693965,0.7967456249944662
2800,relu,128,3,0.4,0.8505716318634646,0.922264404530211,0.742144002113536,0.7772922184647459
2900,relu,128,3,0.4,0.7368799628846899,0.8584171263929268,0.7166297507736222,0.80706045717479
3000,relu,128,3,0.4,0.9416336537276669,0.9703780983346991,0.7795148628177261,0.75344916972932
3500,relu,128,3,0.4,0.8051582202590107,0.8973060906173604,0.7259122783686387,0.7891829514394835
3600,relu,128,3,0.4,0.8352130097757466,0.9138998904561411,0.7445893435468406,0.7813136136353094
3700,relu,128,3,0.4,0.752113754374161,0.8672449217920858,0.7056153961555677,0.8030717467829822
3800,relu,128,3,0.4,0.8294100398469395,0.910719517660042,0.7423771702199735,0.7828330230662695
3900,relu,128,3,0.4,0.8595683622983938,0.9271290968890976,0.759018884987919,0.7749365769159628
4000,relu,128,3,0.4,0.8218150295248764,0.9065401422578464,0.7279918799252838,0.784821647934769
4100,relu,128,3,0.4,0.7796958453762979,0.8830038761955114,0.7422629462755218,0.795849843221807
4200,relu,128,3,0.4,0.8387580641348165,0.9158373568133243,0.7379789153307937,0.7803854011695343
4300,relu,128,3,0.4,0.7312662763692156,0.8551410856514938,0.6977209048733922,0.8085303059485571
4400,relu,128,3,0.4,0.8003763847203699,0.8946375717129087,0.7152977659730153,0.7904349941182923
4500,relu,128,3,0.4,0.8358043884141482,0.9142233799319224,0.7303763037347453,0.7811587711509471
4600,relu,128,3,0.4,0.8189522851582224,0.9049598251625441,0.7357011855704758,0.7855712090806108
4700,relu,128,3,0.4,0.8284123955938529,0.9101716297456501,0.7404194272438858,0.7830942393237168
4800,relu,128,3,0.4,1.0122470782829698,1.0061049042137553,0.8144817319157397,0.7349602400023021
4900,relu,128,3,0.4,0.8221090416858503,0.9067022894455766,0.7322062607941111,0.7847446658280752
5000,relu,128,3,0.4,0.8702723375350211,0.9328838821284356,0.7628246173743661,0.7721339222196912
5500,relu,128,3,0.4,0.8511660847341681,0.9225866272248737,0.7429169494968705,0.7771365710447025
6000,relu,128,3,0.4,0.8087682665410919,0.8993154432906687,0.7264939730232953,0.7882377219389881
6500,relu,128,3,0.4,0.866436768283549,0.9308258528229375,0.7476334087758365,0.7731382010915938
7000,relu,128,3,0.4,0.8584519302093244,0.9265268103024998,0.7519348287717119,0.7752288957571717
50,relu,32,1,0.6,1.1560872339975445,1.0752149710627845,0.8550160185318164,0.6972981304575758
100,relu,32,1,0.6,1.0069085688948836,1.0034483389267648,0.8046912489016469,0.7363580383040407
150,relu,32,1,0.6,1.1396527957002398,1.0675452195107427,0.8452213856105562,0.7016012098889367
200,relu,32,1,0.6,1.327501240958957,1.1521724007104828,0.9020644217282605,0.6524162747920993
250,relu,32,1,0.6,1.0733947894850537,1.0360476772258378,0.8273795620176932,0.7189497470612907
300,relu,32,1,0.6,1.0394721588909053,1.0195450744772911,0.829556049340296,0.7278318135686246
350,relu,32,1,0.6,0.9967259764352127,0.9983616461158815,0.7995493589552127,0.7390241777472322
400,relu,32,1,0.6,1.0342763052809754,1.0169937587227247,0.8079917680812149,0.7291922598700304
450,relu,32,1,0.6,0.9317331208584886,0.9652632391521437,0.7919821478510176,0.7560414566440399
500,relu,32,1,0.6,1.266440368892193,1.125362327826995,0.8838991238009904,0.668404030375723
550,relu,32,1,0.6,1.1726498850679232,1.0828895996674468,0.8646598250704395,0.6929614806822413
600,relu,32,1,0.6,1.3738271172271512,1.17210371436454,0.9255914495634603,0.6402866283932851
650,relu,32,1,0.6,1.283883427532272,1.1330857988397312,0.883257340733945,0.6638368607836563
700,relu,32,1,0.6,1.1136242280126691,1.0552839561050236,0.847639404694895,0.7084163496715077
750,relu,32,1,0.6,0.9188182947076913,0.9585501002596011,0.8049449961595211,0.7594229852222458
800,relu,32,1,0.6,1.1769557183814832,1.0848758999910926,0.8573541412960719,0.6918340711273017
850,relu,32,1,0.6,1.1002887443310978,1.0489464925967853,0.8201777824411315,0.7119080203023701
900,relu,32,1,0.6,1.0667466574647995,1.0328342836412816,0.8316900364472062,0.7206904478772121
950,relu,32,1,0.6,1.3197517067780171,1.1488044684705998,0.8911021597296725,0.6544453591169406
1000,relu,32,1,0.6,0.9593495078525222,0.9794638879777662,0.7976614563847713,0.7488105732580213
1100,relu,32,1,0.6,1.0822135037775433,1.0402949119252403,0.8242224148782252,0.7166407160255732
1200,relu,32,1,0.6,1.0761807685056493,1.03739132852827,0.8409618326537297,0.718220285621669
1300,relu,32,1,0.6,1.0421163215270783,1.020840987385929,0.8223852242152523,0.7271394843482973
1400,relu,32,1,0.6,0.989695701951493,0.9948345098314056,0.8057297458612727,0.7408649360974995
1500,relu,32,1,0.6,1.2398910630453572,1.11350395735505,0.8537367352810117,0.6753555166291452
1600,relu,32,1,0.6,0.915967333047029,0.957061823001539,0.7678042093642053,0.760169461266006
1700,relu,32,1,0.6,0.986447181570334,0.9932004740083111,0.8082439298653824,0.7417155061615104
1800,relu,32,1,0.6,0.9496500947776475,0.9744999203579483,0.7847364719730736,0.7513502003595822
1900,relu,32,1,0.6,1.0856966384464921,1.041967676296387,0.8372973241397782,0.7157287161823495
2000,relu,32,1,0.6,1.268380162970747,1.126223851181792,0.8987750387085203,0.6678961281371736
2100,relu,32,1,0.6,1.1339625468937944,1.0648767754504718,0.8599790416636544,0.7030911052023869
2200,relu,32,1,0.6,1.088864982380428,1.0434869344560227,0.8388853440624585,0.7148991389636481
2300,relu,32,1,0.6,0.9095428852142915,0.9536995780717802,0.7890809210318368,0.7618515941644233
2400,relu,32,1,0.6,0.9971727988788662,0.9985853988912847,0.820450775977076,0.738907184855113
2500,relu,32,1,0.6,1.1160947260599527,1.056453844737172,0.8301506556195681,0.7077694915836212
2600,relu,32,1,0.6,0.9514991795180083,0.975448194174354,0.7829356788492776,0.75086604882552
2700,relu,32,1,0.6,0.9391109308323157,0.969077360602504,0.7968085892338287,0.7541097020095008
2800,relu,32,1,0.6,0.964444302592719,0.9820612519556603,0.7972720068290152,0.7474765875107175
2900,relu,32,1,0.6,1.1304102371477882,1.0632075230865272,0.8588659181053055,0.7040212173683968
3000,relu,32,1,0.6,1.0733952434684229,1.0360478963196744,0.8330023127191976,0.7189496281934316
3500,relu,32,1,0.6,0.9737018201884822,0.9867633050476098,0.792006846801755,0.7450526632590244
3600,relu,32,1,0.6,1.1123650958455316,1.0546872028452472,0.8538667026844406,0.7087460321122312
3700,relu,32,1,0.6,1.443224821763433,1.2013429242990665,0.9526120083839107,0.6221160143709787
3800,relu,32,1,0.6,1.3582887223143791,1.165456443765437,0.9292553921100588,0.644355094034516
3900,relu,32,1,0.6,1.1026994757556574,1.0500949841588891,0.8255928089966241,0.7112768110927885
4000,relu,32,1,0.6,1.0793921209712043,1.0389379774419667,0.819398977204134,0.7173794473471021
4100,relu,32,1,0.6,1.0293126043544183,1.0145504444602143,0.804915098525147,0.7304919209216648
4200,relu,32,1,0.6,1.1249154989949226,1.0606203368759826,0.8447293731841913,0.7054599215272233
4300,relu,32,1,0.6,1.0817247384844848,1.0400599686962693,0.8382937730089165,0.7167686909427122
4400,relu,32,1,0.6,1.2146602331291534,1.1021162520937404,0.8659336985054963,0.6819617822820692
4500,relu,32,1,0.6,1.1485838678062115,1.0717200510423472,0.8575901481802308,0.6992627598619887
4600,relu,32,1,0.6,1.1018187011563854,1.0496755218430052,0.8275962906905127,0.7115074270100004
4700,relu,32,1,0.6,1.3196425277998842,1.1487569489669625,0.9063041314991636,0.6544739457839529
4800,relu,32,1,0.6,1.157184873204139,1.0757252777564257,0.8429767082689061,0.6970107322144776
4900,relu,32,1,0.6,1.085815488633325,1.042024706344972,0.8206167017833388,0.7156975972730735
5000,relu,32,1,0.6,1.2470873585083089,1.116730656205116,0.8926295250070376,0.6734712884962188
5500,relu,32,1,0.6,1.0746468807721212,1.0366517644667959,0.852853011829371,0.7186219081558107
6000,relu,32,1,0.6,1.1247034556312236,1.0605203702104093,0.839187043119496,0.7055154414920912
6500,relu,32,1,0.6,1.148468044547981,1.0716660135265934,0.8747396274025657,0.6992930862212563
7000,relu,32,1,0.6,0.9868568811669436,0.9934067048127587,0.8103432414091494,0.741608233258396
50,relu,64,1,0.6,1.1983353469031792,1.0946850446147418,0.8712127665028725,0.6862361773582804
100,relu,64,1,0.6,0.875925148067498,0.9359087284919925,0.7491161596850013,0.7706538294844456
150,relu,64,1,0.6,0.9406237851853044,0.9698576107786671,0.8041635059316791,0.7537135867099558
200,relu,64,1,0.6,1.0515660853139852,1.0254589632520579,0.8111391342267394,0.7246652236862017
250,relu,64,1,0.6,1.1440780331920766,1.0696158343966662,0.840549498776123,0.7004425363714406
300,relu,64,1,0.6,1.0489233619326994,1.024169596274318,0.8144106149867091,0.7253571760620035
350,relu,64,1,0.6,1.2002316236492454,1.0955508311572062,0.8654261602920169,0.6857396693964899
400,relu,64,1,0.6,1.035498038304733,1.017594240502929,0.8170778351682284,0.7288723697618296
450,relu,64,1,0.6,1.0145891405994185,1.0072681572448414,0.812734514438405,0.7343470106361041
500,relu,64,1,0.6,1.1149514607469257,1.0559126198445237,0.8642214379945917,0.708068836250234
550,relu,64,1,0.6,0.9590123820544257,0.9792917757514488,0.7801970598652238,0.7488988439406772
600,relu,64,1,0.6,1.1606743881974815,1.077345992797802,0.8506676979252713,0.6960970617913307
650,relu,64,1,0.6,1.038338184088925,1.018988804692635,0.8105002858550173,0.7281287256722091
700,relu,64,1,0.6,1.0952570094996295,1.0465452735068987,0.8320775839209751,0.7132254948801842
750,relu,64,1,0.6,0.9217824987870614,0.9600950467464465,0.7737029744890469,0.758646858568353
800,relu,64,1,0.6,0.9394053650654125,0.9692292634178007,0.7869381191529047,0.7540326093903673
850,relu,64,1,0.6,1.127140288627443,1.061668634097967,0.8509771779307002,0.7048773980278729
900,relu,64,1,0.6,0.8900101773824562,0.9434035071921538,0.746948497433312,0.7669659030193683
950,relu,64,1,0.6,1.118529587242069,1.0576055915330955,0.8326391950838069,0.7071319644055428
1000,relu,64,1,0.6,1.073677043305178,1.0361838848897325,0.8231805149350391,0.7188758436770784
1100,relu,64,1,0.6,0.9492741235734483,0.9743069965742052,0.784239219796031,0.7514486420541693
1200,relu,64,1,0.6,1.0391054087226308,1.0193651988971522,0.8238538980381541,0.7279278408910679
1300,relu,64,1,0.6,0.9302782506959212,0.9645093315753462,0.782808023193937,0.7564223897650015
1400,relu,64,1,0.6,1.088003200210429,1.0430739188621432,0.8324928518755588,0.7151247820347986
